Galaxy Name	Radius	Total Mass Density	Visible Mass Density	Dark Matter Density
NGC4138	1.305000, 3.925000, 6.545000, 9.250000, 12.060000, 14.750000, 17.305000	253473587.594453, 49413609.776339, 22444947.180718, 10265003.131008, 6332984.845185, 6470824.780301, 5093413.651059	419905689.273218, 27838139.261160, 23553542.911109, 4653289.099055, 6301697.493229, 1960435.462752, 3384170.796803	-166432101.678765, 21575470.515179, -1108595.730391, 5611714.031953, 31287.351955, 4510389.317549, 1709242.854256
NGC4157	0.870000, 2.620000, 4.370000, 6.110000, 7.850000, 9.595000, 11.330000, 13.065000, 14.810000, 16.550000, 18.290000, 20.030000, 21.775000, 23.520000, 25.260000, 27.000000, 28.740000	165410561.430244, 100454202.174648, 65661508.801791, 43656069.388198, 32262462.725044, 22313737.375605, 19437518.563944, 14584748.013423, 13538510.838333, 10884751.098618, 10443132.254353, 9290449.363696, 8956102.475970, 8018700.617085, 7668105.824604, 6645759.303942, 6796656.235877	389985511.860550, 195801095.112682, 90885626.460490, 72994008.494205, 50139347.683703, 31572809.001247, 23344507.883777, 16475023.918122, 12928769.057998, 10537129.609091, 8286978.190351, 6888394.282262, 6034969.338407, 4890589.328079, 4395838.833522, 3628658.972605, 3349370.551249	-224574950.430306, -95346892.938034, -25224117.658699, -29337939.106006, -17876884.958660, -9259071.625643, -3906989.319833, -1890275.904699, 609741.780335, 347621.489527, 2156154.064002, 2402055.081434, 2921133.137563, 3128111.289005, 3272266.991082, 3017100.331338, 3447285.684628
NGC4183	0.435000, 1.305000, 2.175000, 3.055000, 3.935000, 4.805000, 5.675000, 6.545000, 7.415000, 8.285000, 9.160000, 10.035000, 10.910000, 11.830000, 12.715000, 13.585000, 14.515000, 15.505000, 16.490000, 17.415000, 18.405000, 19.450000, 20.495000	157946851.630682, 65779123.550810, 40869354.309047, 34824685.314241, 32619113.192805, 24175744.983234, 24131598.807097, 20310633.277629, 20450309.900253, 17672623.987556, 16568132.470593, 12467948.397720, 13110396.764929, 10046765.528363, 11065551.622769, 8702638.702453, 8687641.029737, 7306461.164162, 7349778.048073, 7007109.323568, 6008550.648413, 6002534.491634, 5574745.611819	109627863.785645, 33422866.985092, 25516609.636485, 15329840.379924, 17214710.710974, 12863278.708530, 13652633.622486, 11539068.012103, 11961847.509341, 10636875.307708, 8956715.714081, 7503276.742984, 6895383.439979, 4700034.131114, 5341865.489206, 3708665.216734, 3756459.784756, 2565706.738564, 2881789.749027, 2420790.815029, 2039505.042376, 1716804.774226, 1666807.978274	48318987.845038, 32356256.565718, 15352744.672562, 19494844.934317, 15404402.481830, 11312466.274704, 10478965.184611, 8771565.265526, 8488462.390912, 7035748.679849, 7611416.756512, 4964671.654736, 6215013.324949, 5346731.397249, 5723686.133563, 4993973.485719, 4931181.244981, 4740754.425598, 4467988.299046, 4586318.508539, 3969045.606037, 4285729.717408, 3907937.633545
NGC4214	0.105000, 0.420000, 0.835000, 1.250000, 1.670000, 2.090000, 2.505000, 2.925000, 3.345000, 3.755000, 4.170000, 4.590000, 5.010000, 5.425000	3764047031.363237, 418414037.013732, 169001153.464656, 122384222.362013, 97243050.687777, 77164189.162102, 66043369.130848, 51987079.576426, 47362327.921187, 41867941.910258, 35915906.208479, 33296982.124382, 29798075.425595, 28385870.572578	1310659567.330441, 361343669.334647, 127888533.946255, 83295667.509759, 43905350.240509, 31254119.949031, 20970653.538175, 15406514.138811, 11416071.454822, 9723377.780503, 7154150.456540, 6386336.253086, 4999571.892678, 4910480.507139	2453387464.032796, 57070367.679086, 41112619.518401, 39088554.852255, 53337700.447268, 45910069.213071, 45072715.592673, 36580565.437614, 35946256.466365, 32144564.129755, 28761755.751940, 26910645.871296, 24798503.532917, 23475390.065440
NGC4217	0.435000, 1.305000, 2.175000, 3.055000, 3.935000, 4.805000, 5.675000, 6.545000, 7.415000, 8.285000, 9.160000, 10.035000, 10.910000, 11.770000, 12.655000, 13.530000, 14.400000, 15.325000, 16.255000	162676549.636834, 175733286.761834, 174886895.125258, 114956264.298201, 104614453.019006, 72866207.377088, 80084080.735218, 54738306.321902, 61410767.657631, 45401655.167331, 48411241.468899, 37459780.072190, 38157999.968992, 30722015.260370, 28965864.283970, 24689436.879500, 24395472.191199, 19363737.208158, 21503733.082244	1712675366.417166, 754256649.080300, 513610757.767370, 343551449.428207, 203828313.822387, 161240544.751271, 112179175.213239, 96605321.891040, 75509412.833148, 59914413.825130, 47606314.583602, 40551096.343840, 33683183.477724, 30526663.971767, 23696514.390488, 23534306.091275, 18422178.740281, 16206326.825489, 14447627.901813	-1549998816.780332, -578523362.318465, -338723862.642112, -228595185.130006, -99213860.803380, -88374337.374183, -32095094.478021, -41867015.569138, -14098645.175517, -14512758.657799, 804926.885297, -3091316.271650, 4474816.491268, 195351.288603, 5269349.893482, 1155130.788225, 5973293.450918, 3157410.382669, 7056105.180431
NGC4389	0.435000, 1.305000, 2.225000, 3.145000, 4.015000, 4.885000	53063324.205999, 48916129.382172, 32379769.953811, 33535797.803738, 31587886.613983, 34185129.018003	534517539.476725, 203885724.556347, 111061066.877274, 90523394.385158, 79656208.318822, 38631559.885640	-481454215.270726, -154969595.174175, -78681296.923463, -56987596.581420, -48068321.704839, -4446430.867637
NGC4559	0.335000, 0.995000, 1.645000, 2.295000, 2.950000, 3.605000, 4.255000, 4.900000, 5.560000, 6.220000, 6.865000, 7.530000, 8.190000, 8.835000, 9.500000, 10.160000, 10.805000, 11.455000, 12.105000, 12.755000, 13.405000, 14.055000, 14.705000, 15.355000, 16.005000, 16.655000, 17.350000, 18.000000, 18.650000, 19.345000, 19.995000, 20.645000	230306544.936694, 112006522.211915, 64818110.486089, 63303637.853054, 56712515.308440, 48095489.948274, 40917996.339645, 37113551.098329, 29443880.665749, 30286338.006364, 27425578.967692, 25827458.615041, 24691019.512153, 23482016.931857, 20672989.640976, 21814472.885584, 19570290.761369, 19504518.029658, 17417707.394616, 17375163.195717, 16208696.539322, 16182466.548934, 14747064.088482, 14276141.089263, 13509804.166315, 13114360.410899, 10303486.831399, 14284182.538099, 9685904.393175, 11015901.948619, 9913125.665943, 9954278.608443	418872243.505175, 144859827.594789, 102231237.298613, 74894686.435658, 71147723.202007, 61961204.974346, 51984144.034512, 43433338.827586, 36297881.809772, 30834762.237321, 27822923.717255, 24074790.385027, 23498613.142551, 20117710.421171, 16851238.518413, 15541204.725792, 13911083.264033, 12116506.788759, 11140340.483642, 9970737.315514, 9391694.201057, 8406571.066869, 7924025.343930, 7340027.301469, 7042488.753053, 6540255.901627, 5520970.171682, 6792654.668556, 5000382.467874, 5233366.588710, 5062742.062086, 4647923.671875	-188565698.568481, -32853305.382874, -37413126.812523, -11591048.582605, -14435207.893566, -13865715.026072, -11066147.694866, -6319787.729256, -6854001.144024, -548424.230958, -397344.749562, 1752668.230015, 1192406.369601, 3364306.510686, 3821751.122562, 6273268.159792, 5659207.497336, 7388011.240899, 6277366.910975, 7404425.880202, 6817002.338266, 7775895.482065, 6823038.744551, 6936113.787795, 6467315.413262, 6574104.509273, 4782516.659717, 7491527.869543, 4685521.925301, 5782535.359909, 4850383.603856, 5306354.936568
NGC5005	0.245000, 0.735000, 1.225000, 1.720000, 2.215000, 2.705000, 3.195000, 3.685000, 4.175000, 4.670000, 5.330000, 6.150000, 6.965000, 7.780000, 8.600000, 9.420000, 10.240000, 11.060000	9992643990.597795, 2053922534.488453, 1069435074.954360, 765863551.198784, 626237649.591150, 457080575.216554, 512034798.887861, 325566747.650719, 364361165.065509, 253535799.533990, 182364163.369554, 125375783.445131, 135562385.489931, 100618780.683309, 104908265.762849, 81577786.479107, 85945595.368792, 70505044.984030	14396330082.150940, 4176595961.509167, 1883296950.251870, 1311292279.105991, 1015296526.488514, 847576347.170286, 705722995.334218, 576713595.541144, 492665628.392968, 425368147.418364, 238480959.340088, 192459352.039392, 166455837.549839, 141099782.579922, 125081580.470552, 105661635.306377, 91120508.573661, 76666856.817881	-4403686091.553144, -2122673427.020714, -813861875.297509, -545428727.907207, -389058876.897364, -390495771.953733, -193688196.446357, -251146847.890426, -128304463.327459, -171832347.884374, -56116795.970534, -67083568.594262, -30893452.059908, -40481001.896613, -20173314.707703, -24083848.827270, -5174913.204869, -6161811.833850
NGC5033	0.380000, 1.520000, 3.040000, 4.565000, 6.090000, 7.425000, 9.140000, 11.420000, 13.735000, 16.030000, 18.270000, 20.515000, 22.825000, 25.130000, 27.375000, 29.685000, 31.995000, 34.240000, 36.545000, 38.855000, 41.100000, 43.405000	3959268189.836479, 340730686.899869, 144203331.927010, 85021877.111302, 61643494.900240, 56500516.026956, 27934984.501879, 18013016.542652, 16812391.132696, 12202610.377959, 12713656.972047, 9807492.000173, 9677407.444707, 7382128.815091, 8095512.675012, 4835096.816424, 5840229.910748, 3697997.983787, 4904998.001471, 3220874.603974, 4650133.740954, 2949040.492729	8024180778.173985, 696984333.932005, 219740198.814253, 111154860.545604, 64648012.459373, 57536418.883175, 22274008.412556, 14276500.975136, 10339083.883384, 7891946.971523, 6658154.079674, 5586202.981632, 4393492.458191, 3805912.902593, 3188182.412511, 2528093.846588, 2312565.584114, 1968810.250339, 1659731.273650, 1508026.867970, 1379438.872532, 1139904.899209	-4064912588.337507, -356253647.032137, -75536866.887242, -26132983.434302, -3004517.559132, -1035902.856220, 5660976.089323, 3736515.567516, 6473307.249312, 4310663.406436, 6055502.892373, 4221289.018540, 5283914.986516, 3576215.912498, 4907330.262501, 2307002.969837, 3527664.326634, 1729187.733448, 3245266.727821, 1712847.736005, 3270694.868422, 1809135.593520
NGC5055	0.360000, 1.075000, 1.795000, 2.515000, 3.230000, 3.945000, 4.665000, 5.390000, 6.105000, 6.820000, 7.545000, 8.265000, 10.055000, 12.895000, 15.745000, 18.630000, 21.515000, 24.405000, 27.295000, 30.180000, 33.065000, 35.955000, 38.845000, 41.730000, 44.545000, 47.365000, 50.255000, 53.145000	1624286735.151525, 555151731.572863, 317596060.764706, 257271084.066564, 160980409.034641, 142081564.343586, 116940862.774562, 110337478.982447, 95040150.919759, 85013687.690880, 76463725.912552, 69871877.780173, 18374464.446488, 11794802.253880, 10010304.670076, 7217626.404217, 6190223.665852, 4711008.144341, 4343245.084687, 3601363.289726, 3362489.781834, 3044010.923291, 2766652.641205, 2546557.660107, 2501307.044503, 2226479.280152, 1873393.558929, 1878024.091887	4220445858.478943, 1124835667.956203, 726988667.254226, 515679272.187249, 329933121.018464, 292037958.322173, 222435384.289702, 208133899.485407, 179744813.057028, 152189343.202702, 131321461.694398, 117663816.927713, 23835782.588640, 14030495.411069, 10486833.517925, 6242834.793747, 5357253.301697, 3479696.902107, 3281182.711772, 2281052.865091, 2266023.336533, 1574665.625996, 1664507.799920, 1195516.268837, 1364076.322578, 934188.756373, 1021425.770857, 731258.093866	-2596159123.327418, -569683936.383340, -409392606.489520, -258408188.120685, -168952711.983824, -149956393.978587, -105494521.515141, -97796420.502960, -84704662.137269, -67175655.511823, -54857735.781845, -47791939.147539, -5461318.142151, -2235693.157189, -476528.847849, 974791.610470, 832970.364155, 1231311.242234, 1062062.372916, 1320310.424634, 1096466.445300, 1469345.297295, 1102144.841284, 1351041.391270, 1137230.721924, 1292290.523779, 851967.788072, 1146765.998021
NGC5371	0.725000, 2.165000, 3.605000, 5.055000, 6.500000, 7.940000, 10.105000, 13.015000, 15.880000, 18.740000, 21.660000, 24.580000, 27.440000, 30.300000, 33.220000, 36.080000, 38.940000, 41.860000, 44.780000	1195856758.437441, 169321882.612032, 126673814.575518, 62608033.110117, 59904650.217336, 43263125.631882, 24655207.327466, 14615858.272700, 15388705.073828, 9908369.994578, 10015010.912182, 6721642.508527, 6913558.554432, 4210145.626779, 4775369.198537, 3764965.282893, 4056693.689688, 3003461.776316, 3808997.339151	1487459877.606651, 185194614.041478, 158589512.816600, 84183857.528617, 76359959.751791, 58140737.321175, 37641648.881364, 24863770.855498, 21419749.087287, 16584967.544036, 13158712.925028, 9563760.702330, 8054827.302056, 6029133.389256, 5152932.128591, 4035926.781191, 3565491.694727, 2763863.632852, 2632420.407675	-291603119.169210, -15872731.429446, -31915698.241081, -21575824.418500, -16455309.534455, -14877611.689293, -12986441.553898, -10247912.582798, -6031044.013459, -6676597.549458, -3143702.012846, -2842118.193804, -1141268.747624, -1818987.762477, -377562.930054, -270961.498298, 491201.994961, 239598.143464, 1176576.931476
NGC5585	0.045000, 0.175000, 0.345000, 0.515000, 0.685000, 0.855000, 1.025000, 1.195000, 1.370000, 1.545000, 1.840000, 2.395000, 3.080000, 3.765000, 4.450000, 5.135000, 5.820000, 6.505000, 7.190000, 7.870000, 8.555000, 9.235000, 9.940000, 10.635000	834562162.923140, 547937203.767049, 275885649.091331, 128127503.964297, 123214833.423923, 93366999.244873, 94118553.193929, 95921826.386017, 80449109.068215, 78312898.383376, 50704213.243548, 32892786.917023, 30445902.552666, 23601297.480778, 22041966.940647, 20985865.399061, 20577766.673551, 17792082.776187, 16780328.380832, 15354879.870429, 14148904.068731, 12342042.993370, 10680775.472892, 10772875.290479	1077138726.299320, 557762848.530815, 316536197.744857, 237171548.617169, 189702340.895296, 164416196.930106, 144610612.476255, 122244700.169063, 109371298.652097, 100674228.632744, 47239264.863288, 23753958.889319, 17307402.010435, 15778429.479821, 11667378.540241, 9912162.186019, 7780410.693398, 6458102.046804, 5299895.201371, 4946184.333039, 4039219.807700, 3856872.951676, 3006093.158484, 3091242.271910	-242576563.376180, -9825644.763766, -40650548.653526, -109044044.652873, -66487507.471373, -71049197.685233, -50492059.282326, -26322873.783045, -28922189.583883, -22361330.249368, 3464948.380261, 9138828.027704, 13138500.542231, 7822868.000958, 10374588.400406, 11073703.213042, 12797355.980154, 11333980.729383, 11480433.179461, 10408695.537390, 10109684.261031, 8485170.041693, 7674682.314408, 7681633.018569
NGC5907	2.515000, 6.290000, 8.810000, 11.325000, 13.840000, 16.355000, 18.870000, 21.390000, 23.905000, 26.420000, 28.940000, 31.455000, 33.970000, 36.490000, 39.005000, 41.520000, 44.035000, 46.550000, 49.070000	97543703.584155, 24013777.897455, 38407522.730561, 15209207.093775, 19487900.281499, 11070477.433287, 13370808.654969, 7434803.890700, 9818020.843911, 6805329.763113, 6535241.481431, 5274999.762019, 5363660.340661, 4345190.826719, 5096619.776690, 3770407.525968, 4359142.447450, 3518749.285037, 3655322.244282	68131756.144440, 29139614.916166, 32407644.774155, 18348639.268211, 16358236.206388, 10878869.057163, 10139709.085874, 6993005.803699, 6237123.836145, 4692547.240953, 4527823.526586, 3272011.747096, 3385216.084911, 2349749.983829, 2607553.583604, 1766758.658786, 2047881.648292, 1405908.053108, 1698023.720997	29411947.439715, -5125837.018711, 5999877.956406, -3139432.174436, 3129664.075111, 191608.376124, 3231099.569095, 441798.087001, 3580897.007766, 2112782.522160, 2007417.954845, 2002988.014923, 1978444.255750, 1995440.842889, 2489066.193086, 2003648.867183, 2311260.799158, 2112841.231930, 1957298.523286
NGC5985	1.770000, 3.885000, 4.600000, 5.355000, 6.105000, 6.845000, 7.620000, 8.405000, 9.145000, 9.885000, 10.675000, 11.450000, 12.190000, 12.975000, 13.745000, 14.515000, 15.285000, 15.995000, 16.765000, 17.535000, 18.305000, 19.080000, 19.850000, 20.620000, 21.335000, 22.105000, 22.875000, 23.645000, 24.415000, 25.360000, 27.435000, 30.340000, 33.240000	213850793.726647, 82105696.133477, 295281689.015514, 100809560.786045, 213259230.384735, 107634747.756629, 173794367.681205, 93826203.311120, 158953664.640180, 98070972.083055, 116625157.244880, 91213254.709353, 107838301.028109, 75215520.989141, 91542291.599791, 63215991.649374, 79721008.619061, 63155366.608424, 62827051.200498, 53250995.697050, 57779244.318845, 53833907.516495, 51044712.670774, 48223572.988451, 55701019.522165, 41821309.304877, 53412510.786084, 37187627.289882, 48246400.300101, 27268886.794231, 10545332.136046, 9068251.549407, 8230250.006019	113171726.162085, 29247592.941740, 129812703.493894, 38106870.171349, 97238680.683943, 46584454.039272, 75660936.404997, 46519530.343950, 75178623.664805, 50153265.653797, 62639237.653405, 49008019.113730, 60885381.470403, 41490385.735400, 56538943.816681, 37597065.592131, 49009968.800721, 39714706.619813, 38069706.695923, 34803673.098610, 32674038.212186, 29889906.828396, 29477875.999194, 26782116.044339, 30388817.144761, 21019702.437684, 27164801.739396, 19206282.096087, 24659370.594252, 12581335.751873, 5206108.667023, 3746202.479160, 3874806.032949	100679067.564562, 52858103.191737, 165468985.521620, 62702690.614697, 116020549.700792, 61050293.717357, 98133431.276208, 47306672.967170, 83775040.975375, 47917706.429258, 53985919.591475, 42205235.595623, 46952919.557706, 33725135.253742, 35003347.783110, 25618926.057244, 30711039.818340, 23440659.988612, 24757344.504575, 18447322.598440, 25105206.106658, 23944000.688099, 21566836.671580, 21441456.944112, 25312202.377404, 20801606.867193, 26247709.046688, 17981345.193796, 23587029.705850, 14687551.042358, 5339223.469023, 5322049.070248, 4355443.973070
